name,online_order,book_table,rate,votes,location,cost_two,dining_type,cuisines
The Mint Resto Bar,No,Yes,2.6,62,Marathahalli,1000.0,Delivery,"North Indian, Chinese, Andhra"
Mandya Umesh Nati Style Hotel,No,No,3.4,7,Marathahalli,350.0,Delivery,South Indian
Biryani Lakhnawi,No,No,3.6,13,Marathahalli,500.0,Delivery,"Lucknowi, Biryani"
Bengaluru Square,No,No,3.5,25,Marathahalli,300.0,Delivery,"Chinese, Beverages, Andhra"
Kerala Kitchen,No,No,3.4,82,Marathahalli,550.0,Delivery,"Kerala, North Indian, Chinese, Kebab"
Waffle Square,Yes,No,3.9,34,Marathahalli,300.0,Delivery,"Desserts, Beverages, Ice Cream"
Sree Saravana Bhavan,No,No,3.2,14,Marathahalli,400.0,Delivery,South Indian
Ammi's Biryani,No,No,2.1,342,Marathahalli,500.0,Delivery,"Biryani, North Indian"
Prajwal The Restaurant,Yes,No,3.5,47,Marathahalli,300.0,Delivery,"North Indian, Chinese, Beverages"
Rayan's Biryani,No,No,3.6,26,Marathahalli,450.0,Delivery,"Andhra, Biryani, Beverages, Kebab"
Flavours24,No,No,3.3,16,Marathahalli,250.0,Delivery,"Desserts, Ice Cream"
Coffee Mug Cafe,No,No,3.7,23,Marathahalli,400.0,Delivery,"Cafe, Chinese, North Indian, Fast Food"
MK Dabbawala,No,No,3.2,4,Marathahalli,400.0,Delivery,North Indian
Aaha Andhra,No,No,3.4,58,Marathahalli,900.0,Delivery,"Andhra, Biryani, North Indian"
Chatpata Chaat Station,No,No,3.5,19,Marathahalli,500.0,Delivery,"North Indian, Street Food, Chinese"
Apple Cafe,No,No,3.3,14,Marathahalli,300.0,Delivery,"Beverages, Fast Food"
Just Bake,No,No,3.7,23,Marathahalli,400.0,Delivery,Bakery
Onesta,Yes,Yes,4.6,2906,Marathahalli,600.0,Delivery,"Pizza, Cafe, Italian"
Uma's Home Food,No,No,3.6,15,Marathahalli,300.0,Delivery,Healthy Food
Kichukkhon,No,No,2.9,48,Marathahalli,250.0,Delivery,"Bengali, Oriya"
Home Food Punjabi Dhabha,No,No,3.1,6,Marathahalli,350.0,Delivery,"North Indian, Chinese"
Laziz,No,No,3.9,56,Marathahalli,300.0,Delivery,"North Indian, Chinese"
Andhra Box,No,No,3.2,4,Marathahalli,400.0,Delivery,"Andhra, Biryani, Chinese"
New Aroma,No,No,3.3,4,Marathahalli,250.0,Delivery,Chinese
Lord of Combos,No,No,3.3,10,Marathahalli,500.0,Delivery,North Indian
Tintin Da Dhaba,No,No,3.4,7,Marathahalli,500.0,Delivery,North Indian
Balaji Abhiruchi Multicuisine Restaurant,No,No,3.4,27,Marathahalli,550.0,Delivery,"South Indian, North Indian, Chinese"
Patiala Zone,No,No,3.1,20,Marathahalli,400.0,Delivery,"North Indian, Mughlai"
Kerala Mess,No,No,3.2,8,Marathahalli,300.0,Delivery,"Kerala, Chinese, South Indian"
Rajwadi,No,No,3.6,10,Brookefield,500.0,Delivery,"North Indian, Street Food"
Baba Bhature,Yes,No,3.7,22,Marathahalli,200.0,Delivery,North Indian
Hello Curry,No,No,2.8,58,Marathahalli,600.0,Delivery,"North Indian, Biryani, Mughlai"
FIFA Cafe,No,No,3.2,4,Marathahalli,300.0,Delivery,"Cafe, Beverages, Fast Food"
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,No,No,3.2,40,Marathahalli,400.0,Delivery,"Cafe, Italian"
RICE BAR,No,No,3.0,10,Marathahalli,500.0,Delivery,"North Indian, Biryani"
Spice Affair,No,No,3.6,28,Marathahalli,600.0,Delivery,"North Indian, Chinese"
Deccan Spice,No,No,3.4,10,Marathahalli,600.0,Delivery,"Andhra, North Indian"
Punjabi Tadka,No,No,2.3,203,Marathahalli,400.0,Delivery,"North Indian, Chinese"
Rawalpindi Express,No,No,3.4,4,Marathahalli,300.0,Delivery,North Indian
Sweet Alley,No,No,3.4,6,Marathahalli,400.0,Delivery,Desserts
Rolls On Wheels,No,No,3.5,56,Marathahalli,300.0,Delivery,"Fast Food, Rolls, Momos"
Eat Eroo - Bombay Vada Pav,No,No,3.4,7,Marathahalli,200.0,Delivery,"Street Food, Maharashtrian"
Indian Highway Restaurant,No,No,3.2,10,Marathahalli,400.0,Delivery,"North Indian, Chinese, Fast Food"
Mandya Naati Style Hotel,No,No,3.3,4,Marathahalli,300.0,Delivery,South Indian
Pakwan Family Restaurant,No,No,3.4,5,Marathahalli,400.0,Delivery,"North Indian, Chinese"
BBxR,No,No,3.5,11,Marathahalli,400.0,Delivery,"Biryani, Kebab"
Sultan's Biryani,No,No,3.0,10,Marathahalli,700.0,Delivery,"Biryani, North Indian"
Sri Krishnar Sweets,No,No,3.3,7,Marathahalli,150.0,Delivery,"Street Food, Mithai"
BBQ King,No,No,3.4,6,Marathahalli,400.0,Delivery,"Fast Food, Chinese, Burger, Hot dogs"
Desi Vibes,No,No,2.9,11,Marathahalli,300.0,Delivery,North Indian
Vishwaas Take Away,No,No,3.2,7,Marathahalli,250.0,Delivery,"North Indian, Chinese"
Godhavari,No,No,3.3,4,Marathahalli,1000.0,Delivery,"Seafood, Andhra"
Ambur Hot Dum Biryani,No,No,3.4,7,Marathahalli,300.0,Delivery,"Biryani, Chinese"
Chattorey - The Family Restaurant,No,No,3.4,37,Marathahalli,400.0,Delivery,"North Indian, Chinese, South Indian, Rolls"
Kriti Dugar,No,No,3.4,6,Marathahalli,200.0,Delivery,Desserts
Faasos,Yes,No,3.9,96,Marathahalli,500.0,Delivery,"North Indian, Biryani, Fast Food"
Dunkin' Donuts,Yes,No,4.0,183,Brookefield,550.0,Delivery,"Desserts, Cafe, Beverages, Burger, Fast Food"
Brew and Barbeque - A Microbrewery Pub,Yes,Yes,4.6,5894,Marathahalli,1400.0,Delivery,"Continental, North Indian, BBQ, Steak"
Al-Bek,Yes,No,3.7,129,"Varthur Main Road, Whitefield",300.0,Delivery,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls"
Ganesh Bhavan,Yes,No,4.0,73,Brookefield,200.0,Delivery,South Indian
Abhiruchi Andhra Mess,Yes,No,3.2,50,Whitefield,300.0,Delivery,"Andhra, Biryani, South Indian"
Hongkong Garden,Yes,No,3.9,308,Kaggadasapura,500.0,Delivery,"Chinese, Thai, Seafood, Momos"
Punjabi Twist,Yes,No,4.2,220,Marathahalli,300.0,Delivery,North Indian
Happy Kitchen,No,No,3.8,78,Marathahalli,350.0,Delivery,"North Indian, Chinese"
Sidewalk - The Garden Bar,Yes,Yes,4.4,3004,Marathahalli,1300.0,Delivery,"North Indian, Continental, Chinese, Thai"
Chaat Street,Yes,No,4.1,221,"Varthur Main Road, Whitefield",250.0,Delivery,"Street Food, North Indian"
KFC,Yes,No,3.9,536,Marathahalli,450.0,Delivery,"Burger, Fast Food"
Beijing Bites,Yes,No,3.4,25,"Varthur Main Road, Whitefield",400.0,Delivery,"Chinese, Thai, Momos"
Radha Rani,Yes,No,3.4,250,Brookefield,400.0,Delivery,"Bengali, North Indian, Chinese"
Chickpet Donne Biryani House,Yes,No,3.7,83,Marathahalli,600.0,Delivery,"Biryani, South Indian, Fast Food"
WOW MOMO,No,No,3.4,10,Marathahalli,300.0,Delivery,"Tibetan, Momos"
Biryani Mane,Yes,No,3.6,66,Marathahalli,600.0,Delivery,"North Indian, Biryani"
Noibidya,No,No,3.5,45,Marathahalli,400.0,Delivery,"North Indian, Bengali"
Nizam's Biryani House,Yes,No,3.9,772,Marathahalli,1000.0,Delivery,"North Indian, Biryani"
Cake Menu,Yes,No,3.5,30,Marathahalli,400.0,Delivery,Bakery
Bombay Kulfi,Yes,No,3.8,40,Marathahalli,150.0,Delivery,"Desserts, Ice Cream"
Le Charcoal,Yes,Yes,4.1,341,Brookefield,600.0,Delivery,"Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese"
Galito's,Yes,Yes,4.6,592,Whitefield,1000.0,Delivery,"African, Burger"
Delhi Walle,Yes,No,3.9,632,Marathahalli,300.0,Delivery,"North Indian, Street Food"
Lassi Corner,Yes,No,3.7,143,Marathahalli,300.0,Delivery,"Beverages, Desserts"
Basmati Bar & Restaurant,Yes,Yes,3.8,345,Marathahalli,800.0,Delivery,"Biryani, Andhra, North Indian, Chinese"
Davanagere Benne Dosa Hotel,Yes,No,3.1,19,Kaggadasapura,150.0,Delivery,South Indian
Crunch Pizzas,No,No,2.8,110,Marathahalli,600.0,Delivery,"Italian, Pizza"
Nandighosha,Yes,No,3.6,543,Marathahalli,400.0,Delivery,"Bengali, Seafood, Oriya, North Indian, Biryani"
Coastal Hub,Yes,Yes,4.0,364,Whitefield,700.0,Delivery,"Kerala, Seafood, Chinese"
Raj Donne Biriyani,Yes,No,3.5,17,Marathahalli,450.0,Delivery,"South Indian, Biryani"
Suryawanshi,Yes,No,4.1,932,Whitefield,700.0,Delivery,"Maharashtrian, Seafood"
9D Foods,Yes,No,4.1,461,Marathahalli,400.0,Delivery,"North Indian, Street Food"
Estaa Sweets,Yes,No,3.4,6,Whitefield,300.0,Delivery,Mithai
The Fat Chef,Yes,Yes,4.1,1752,Whitefield,1400.0,Delivery,"Japanese, Italian, American, Asian, North Indian, Steak"
Bloomsbury's Global Kitchen & Bakehouse,Yes,Yes,4.5,751,Whitefield,900.0,Delivery,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza"
The Egg Factory,Yes,No,4.0,741,Whitefield,750.0,Delivery,"Continental, American"
AKS Family Dhaba And Restaurant,Yes,No,3.6,40,Marathahalli,500.0,Delivery,"North Indian, Mughlai, South Indian"
Bahar Cafe,Yes,Yes,4.0,914,Marathahalli,750.0,Delivery,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian"
Kabab Souq,Yes,No,3.8,314,Thippasandra,400.0,Delivery,"North Indian, Chinese, Arabian, BBQ, Middle Eastern"
Refresh,Yes,Yes,3.2,503,Brookefield,500.0,Delivery,"Cafe, Beverages"
Sri Udupi Park,Yes,No,3.7,231,Marathahalli,500.0,Delivery,"South Indian, North Indian, Chinese, Beverages"
Mani's Dum Biryani,Yes,No,4.0,284,Marathahalli,750.0,Delivery,"Biryani, Andhra"
Namma Madurai,Yes,No,3.0,178,Kaggadasapura,200.0,Delivery,South Indian
Rayalaseema Chefs,Yes,Yes,3.9,231,Marathahalli,800.0,Delivery,"North Indian, Biryani, Andhra, Chinese"
Biryani Paradise,Yes,No,3.8,135,Whitefield,700.0,Delivery,"Andhra, Biryani"
Makers of Milkshakes,Yes,No,4.0,105,Marathahalli,300.0,Delivery,Beverages
Bangaliana,Yes,No,3.6,131,Marathahalli,600.0,Delivery,Bengali
Litti House,Yes,No,3.9,198,Brookefield,300.0,Delivery,"North Indian, Bihari, Rajasthani"
Kalla's Restaurant,Yes,No,3.6,20,Marathahalli,200.0,Delivery,"North Indian, Juices"
Tim Cafe,Yes,No,3.6,39,Marathahalli,250.0,Delivery,"Cafe, Sandwich, Beverages"
Sherlock's Pub,Yes,Yes,3.2,271,Brookefield,1500.0,Delivery,"Continental, North Indian, Chinese"
Float,Yes,Yes,4.4,3113,Marathahalli,1500.0,Delivery,"North Indian, Japanese"
Leon Grill,Yes,No,4.1,671,Marathahalli,450.0,Delivery,"Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts"
Koylas,Yes,No,3.0,11,Brookefield,400.0,Delivery,"Kebab, Mughlai, Biryani"
Lassi Shop,Yes,No,3.7,14,Marathahalli,200.0,Delivery,"Beverages, Ice Cream"
Chefactory Gold by Flechazo,Yes,No,3.7,354,Whitefield,700.0,Delivery,"North Indian, Biryani"
R R Noodles Express,Yes,No,3.6,58,Marathahalli,300.0,Delivery,Chinese
Biryani Feast,Yes,No,2.9,133,Marathahalli,600.0,Delivery,"Biryani, North Indian, Chinese"
Chulha Chauki Da Dhaba,Yes,No,4.1,426,Marathahalli,1000.0,Delivery,North Indian
Amaravati - Pure Veg Restaurant,Yes,No,3.5,93,Kaggadasapura,350.0,Delivery,"South Indian, North Indian, Chinese"
eat.fit,Yes,No,4.4,1053,Whitefield,500.0,Delivery,"Healthy Food, North Indian, Biryani, Continental, Desserts"
UBQ By Barbeque Nation,Yes,No,3.2,13,Marathahalli,450.0,Delivery,"North Indian, BBQ, Biryani, Kebab"
Sukhi Bhava,Yes,No,3.6,22,Marathahalli,300.0,Delivery,"Andhra, Chinese, Biryani"
Grill Hut,Yes,No,3.6,83,Kaggadasapura,350.0,Delivery,"Fast Food, Rolls"
Akshara,Yes,No,4.0,136,Marathahalli,1000.0,Delivery,"South Indian, Kerala, Andhra"
Sri Rajalakshmi Sweets,Yes,No,3.7,23,Marathahalli,300.0,Delivery,"Mithai, Street Food"
Foxtrot,Yes,Yes,4.4,1184,Marathahalli,1200.0,Delivery,"North Indian, Chinese, Continental, Momos"
Just Shawarma,Yes,No,3.8,198,Brookefield,300.0,Delivery,Arabian
BIB-Breakfast in the Box,Yes,No,3.8,62,Whitefield,600.0,Delivery,"American, Sandwich"
Cupcake Bliss,Yes,No,3.3,6,Brookefield,250.0,Delivery,Bakery
Nagas,Yes,No,2.9,10,"Varthur Main Road, Whitefield",300.0,Delivery,"Andhra, Hyderabadi, North Indian"
Deli Chats and Sweets,Yes,No,4.1,50,Marathahalli,200.0,Delivery,"Street Food, Mithai"
Estaa Sweets,Yes,No,3.3,5,Marathahalli,300.0,Delivery,"Mithai, Desserts"
Mugs N Burgers,Yes,Yes,4.0,137,Brookefield,600.0,Delivery,"Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee"
nu.tree,Yes,No,4.3,178,Whitefield,400.0,Delivery,"North Indian, Healthy Food, Beverages"
Hyderabad Chefs,Yes,No,4.0,728,Marathahalli,800.0,Delivery,"Hyderabadi, Andhra, North Indian, Chinese, South Indian"
Lion King,Yes,No,3.8,76,Kaggadasapura,250.0,Delivery,"Chinese, Momos"
Absolute Shawarma,Yes,No,3.8,121,Marathahalli,150.0,Delivery,Lebanese
Barkaas,Yes,Yes,4.2,198,Marathahalli,1000.0,Delivery,"Arabian, Biryani, Desserts, Beverages, Salad"
Simhapuri Kitchen,Yes,Yes,4.0,511,Brookefield,800.0,Delivery,"Andhra, Biryani, Chinese, South Indian"
Palak Ande Ka Funda,Yes,No,3.2,91,Brookefield,300.0,Delivery,North Indian
Odisha Platter,Yes,No,3.8,295,Marathahalli,350.0,Delivery,Oriya
Desi Bites,Yes,No,3.9,81,Marathahalli,250.0,Delivery,North Indian
@ Biryani Central,Yes,No,2.7,135,Marathahalli,550.0,Delivery,"Biryani, Mughlai, Chinese"
Tiffin Inn's,Yes,No,3.7,24,Marathahalli,250.0,Delivery,South Indian
Biriyani Zone,Yes,No,3.9,1624,Whitefield,800.0,Delivery,"Biryani, North Indian, Chinese, Seafood"
Park N Eat,Yes,No,3.7,18,Marathahalli,300.0,Delivery,"Chinese, North Indian"
Cake Dilim,Yes,No,3.3,7,Kaggadasapura,400.0,Delivery,"Bakery, Fast Food, Desserts"
Longlive Pizza,Yes,No,3.2,61,Kaggadasapura,400.0,Delivery,"Pizza, Fast Food"
Cream Factory,Yes,No,3.9,54,Kaggadasapura,400.0,Delivery,Desserts
Kritunga Restaurant,Yes,No,3.7,853,Whitefield,650.0,Delivery,"Andhra, Biryani, North Indian, Chinese"
Kerala Restaurant,Yes,No,3.4,66,Whitefield,450.0,Delivery,"Kerala, Biryani"
Real Fresh Dosa Corner,Yes,No,4.2,264,Brookefield,200.0,Delivery,South Indian
Tall Blonde French,Yes,No,3.6,82,Brookefield,400.0,Delivery,Fast Food
Lashiwalla,Yes,No,2.8,16,Marathahalli,100.0,Delivery,"Beverages, Juices"
Momo Mania,Yes,No,3.8,26,Brookefield,300.0,Delivery,"Momos, Fast Food"
Gowri Gajanand Sweets,Yes,No,4.0,67,Brookefield,300.0,Delivery,"Mithai, Street Food"
Sri Sai Bhavan,Yes,No,3.6,38,Brookefield,300.0,Delivery,South Indian
Chai Mania,Yes,No,2.8,67,Marathahalli,300.0,Delivery,"Cafe, Tea, Beverages"
Shake It Off,Yes,No,4.0,55,Brookefield,600.0,Delivery,"Beverages, Fast Food"
Madhu's Tandoori Kitchen,No,No,3.0,17,Marathahalli,350.0,Delivery,"North Indian, Chinese, Biryani"
New Tandoori Point,No,No,2.4,58,Marathahalli,600.0,Delivery,"North Indian, Chinese"
East Delicious,Yes,No,4.0,501,Marathahalli,600.0,Delivery,"Chinese, Thai"
Rolls Plaza,Yes,No,3.7,63,Marathahalli,200.0,Delivery,"Fast Food, Chinese, Rolls"
Mirchi Bites- Spice Heaven,Yes,No,2.7,12,Marathahalli,650.0,Delivery,"Hyderabadi, Biryani"
Habib Shaheb Kolkatta Katti Rolls,Yes,No,3.3,4,Whitefield,200.0,Delivery,"Rolls, Chinese"
The Belgian Waffle Company,Yes,No,4.0,50,Brookefield,250.0,Delivery,Desserts
Artinci Artisanal Ice Cream,Yes,No,4.2,44,Marathahalli,300.0,Delivery,"Desserts, Ice Cream"
Dhaba Estd 1986 Delhi,Yes,Yes,4.3,1287,Marathahalli,1100.0,Delivery,"BBQ, Mughlai, Biryani"
Suchithra Biryani House,No,No,4.0,395,Marathahalli,500.0,Delivery,"Andhra, Biryani, North Indian"
Andhra Mess,Yes,No,2.8,20,Brookefield,400.0,Delivery,"Andhra, Biryani, Chinese"
Waffle Stories,Yes,No,3.6,14,Marathahalli,300.0,Delivery,Desserts
Sea Pot,Yes,No,3.5,11,Marathahalli,800.0,Delivery,"Seafood, North Indian"
Hind Ka Chulah,Yes,No,3.7,210,Marathahalli,600.0,Delivery,"North Indian, Biryani"
Ghar Ki Rasoi,Yes,No,3.7,50,Bellandur,500.0,Delivery,North Indian
Ramdev Sagar,Yes,No,3.9,43,Brookefield,250.0,Delivery,"South Indian, Chinese, Street Food"
Kesar Sweet Shop and Fast Food,No,No,4.1,1143,Brookefield,500.0,Delivery,"North Indian, South Indian, Chinese, Street Food, Mithai"
Breads and Banter,No,Yes,4.3,72,Brookefield,400.0,Delivery,"Cafe, Bakery, Fast Food"
Night Diaries,No,No,3.1,16,Whitefield,300.0,Delivery,North Indian
Salem Kitchen,No,No,3.4,232,Brookefield,550.0,Delivery,"Chettinad, Chinese, South Indian"
Hotel Salala,Yes,No,3.6,24,Brookefield,400.0,Delivery,"North Indian, South Indian, Chinese, Biryani"
Kitchen Of Joy,No,No,3.8,210,Kaggadasapura,500.0,Delivery,"Bengali, North Indian, Chinese, Rolls"
Angel Mess,No,No,3.5,17,Kaggadasapura,200.0,Delivery,South Indian
Chai Darbaar,No,No,3.8,26,Thippasandra,250.0,Delivery,"South Indian, Chinese, Kerala"
Dodda Mane Donne Biryani,Yes,Yes,3.2,21,Brookefield,400.0,Delivery,"North Indian, Mughlai, Chinese"
Treat Kitchen,Yes,No,3.8,79,Thippasandra,400.0,Delivery,"North Indian, Chinese, Seafood"
Mou Tushi Family Restaurant,No,No,3.7,28,Brookefield,300.0,Delivery,"North Indian, Chinese"
Hotel Malabar,No,No,3.8,43,Kaggadasapura,250.0,Delivery,Kerala
Karma Foods,No,No,3.2,7,Brookefield,250.0,Delivery,"North Indian, Chinese"
Udupi Delux,No,No,2.6,142,Brookefield,400.0,Delivery,"South Indian, North Indian, Chinese"
Rekha Restaurant,No,No,3.6,98,Brookefield,450.0,Delivery,"North Indian, Chinese"
Agraharam Meal,No,No,3.7,61,Kaggadasapura,300.0,Delivery,"North Indian, South Indian"
Desi Foodizzz,No,No,3.7,28,Brookefield,600.0,Delivery,"North Indian, Chinese"
Sri Udupi Park,No,No,3.4,13,Brookefield,300.0,Delivery,"South Indian, North Indian, Chinese"
Midas Touch,No,No,3.2,19,Brookefield,300.0,Delivery,"Bakery, Fast Food, Desserts"
Mandya Gowdru Hotel,No,No,3.3,5,Brookefield,200.0,Delivery,South Indian
Venice Kerala Restaurant,No,No,3.7,33,Brookefield,200.0,Delivery,Kerala
HIGH SKY,No,No,3.3,32,Whitefield,1000.0,Delivery,"Continental, North Indian, Chinese, Arabian"
Skandas Veg Restaurant,No,No,3.2,22,Brookefield,400.0,Delivery,"South Indian, North Indian"
Hyderabad Cuisine,No,No,2.8,70,"Varthur Main Road, Whitefield",650.0,Delivery,"Seafood, Biryani, Hyderabadi, North Indian"
Red Chilli,No,No,3.0,18,Brookefield,600.0,Delivery,"Chinese, Thai"
Om Sweets & Fast Food,No,No,3.4,19,Brookefield,200.0,Delivery,"North Indian, Chinese, Mithai"
Mast Kalandar,No,No,2.4,229,Brookefield,450.0,Delivery,North Indian
New Ambur Hot Dum Biryani,No,No,3.1,9,Brookefield,300.0,Delivery,Biryani
Chatpata,No,No,3.2,4,Brookefield,500.0,Delivery,Street Food
Andhra Spices,No,No,3.2,4,Brookefield,400.0,Delivery,"Andhra, Chinese, South Indian"
Wish Pot,No,No,3.4,8,Whitefield,300.0,Delivery,"North Indian, Continental"
CocoFresh,No,No,3.3,4,Brookefield,300.0,Delivery,Beverages
SugarLove,No,No,3.5,9,Kaggadasapura,1000.0,Delivery,Desserts
Bon Baker,No,No,3.7,19,Whitefield,1000.0,Delivery,Desserts
The Bengal Rasoi,No,No,3.2,5,Kaggadasapura,350.0,Delivery,Bengali
North Wale Restaurant,No,No,2.9,115,Brookefield,800.0,Delivery,"North Indian, Chinese"
An Egg Story,No,No,4.1,707,Brookefield,600.0,Delivery,"Cafe, Continental, American, Italian"
Nandini Deluxe,No,No,2.8,55,Brookefield,600.0,Delivery,"North Indian, Chinese"
Shri Vishnu Grand,Yes,No,3.1,142,Marathahalli,450.0,Delivery,"North Indian, South Indian, Chinese"
Sardar Ka Chullah,No,No,3.3,7,Marathahalli,400.0,Delivery,North Indian
Dakshin Spice,Yes,Yes,3.8,384,Marathahalli,800.0,Delivery,"South Indian, North Indian, Chinese, Biryani"
Moriz Restaurant,Yes,No,2.8,1878,Brookefield,750.0,Delivery,"Arabian, North Indian, Biryani, Chinese, Seafood"
New Food Magic,Yes,No,3.7,114,Marathahalli,400.0,Delivery,"North Indian, Chinese, Biryani"
Ooty Chocolates,Yes,No,3.6,16,Whitefield,300.0,Delivery,Desserts
Pizza Hut,Yes,No,2.6,104,Marathahalli,750.0,Delivery,"Pizza, Fast Food"
Uma Bhai Restaurant,Yes,No,3.6,26,Marathahalli,200.0,Delivery,Oriya
Cafe Petu,Yes,No,3.8,374,Marathahalli,300.0,Delivery,"North Indian, Sandwich"
Juice Berg,No,No,3.8,44,Brookefield,150.0,Delivery,"Beverages, Fast Food"
Kolkata Famous Katti Rolls,Yes,No,3.4,8,Marathahalli,200.0,Delivery,"Fast Food, Rolls"
Flavors Restaurant,No,No,2.9,16,Whitefield,700.0,Delivery,"North Indian, Chinese"
Delicious Cakes,No,No,3.1,9,Marathahalli,400.0,Delivery,Bakery
Baskin Robbins,Yes,No,3.9,52,Brookefield,250.0,Delivery,"Ice Cream, Desserts"
Muscat Restaurant,Yes,No,3.0,47,Marathahalli,400.0,Delivery,"North Indian, Chinese"
Curries And Pickles,Yes,No,2.9,16,Kaggadasapura,350.0,Delivery,"Andhra, North Indian, Biryani"
Amaravati Authentic Andhra Restaurant,Yes,No,3.0,148,Brookefield,600.0,Delivery,"Andhra, Chinese, North Indian, Biryani"
Nanda's,Yes,No,3.7,198,Marathahalli,650.0,Delivery,"Andhra, North Indian, Chinese, Seafood, Biryani"
Yumlane,Yes,No,2.9,25,Brookefield,200.0,Delivery,"Pizza, Fast Food"
Konaseema Kitchen,Yes,Yes,3.8,585,Marathahalli,600.0,Delivery,"North Indian, Biryani, Andhra, South Indian"
Chatorezz,Yes,No,3.6,26,Marathahalli,250.0,Delivery,"North Indian, Chinese"
Master Chifoo,Yes,No,3.9,56,Marathahalli,800.0,Delivery,"Chinese, Thai, Momos"
O2 Juice Bar,Yes,No,3.6,16,Marathahalli,200.0,Delivery,"Juices, Fast Food"
Parrattha Ssinghh,Yes,No,4.1,48,Marathahalli,250.0,Delivery,North Indian
Dhaba Social,Yes,No,4.0,472,Brookefield,700.0,Delivery,North Indian
Cream and Fudge,Yes,No,3.3,14,Brookefield,250.0,Delivery,"Ice Cream, Desserts"
Sudhir Vada Pav & Paratha Center,Yes,No,3.4,14,Marathahalli,250.0,Delivery,Street Food
99 Caffe,Yes,No,3.6,106,Brookefield,250.0,Delivery,"South Indian, North Indian, Chinese"
New Udupi Upahar,Yes,No,3.8,41,Marathahalli,300.0,Delivery,"Chinese, North Indian, South Indian"
WOW! Momo,Yes,No,3.6,82,Marathahalli,400.0,Delivery,"Tibetan, Momos"
Kabab Magic,Yes,No,3.0,459,Marathahalli,500.0,Delivery,"North Indian, Kebab, Fast Food"
HomelyDelight,Yes,No,3.7,39,Brookefield,300.0,Delivery,North Indian
Cafe Thulp,Yes,No,3.6,56,"ITPL Main Road, Whitefield",1000.0,Delivery,"Cafe, Burger, Italian, Salad"
Ginger & Garlic,Yes,No,3.6,92,Brookefield,350.0,Delivery,"South Indian, North Indian, Chinese"
Zeeshan,Yes,No,3.6,92,Marathahalli,700.0,Delivery,"North Indian, Kebab, Biryani, Rolls"
Chullah Bhatti,Yes,Yes,4.0,561,Marathahalli,900.0,Delivery,"North Indian, Chinese"
Best Of Bengal,Yes,No,3.8,232,Marathahalli,300.0,Delivery,Bengali
Costa Biryanis,Yes,No,3.3,12,East Bangalore,300.0,Delivery,"Andhra, Biryani, North Indian, South Indian"
Puchkas,Yes,No,4.1,685,Marathahalli,200.0,Delivery,"Street Food, North Indian"
Sankranti,Yes,No,3.6,85,Marathahalli,600.0,Delivery,Andhra
Coorg Diaries,Yes,No,3.5,129,Kaggadasapura,400.0,Delivery,South Indian
Kakaji,Yes,No,3.7,205,Marathahalli,350.0,Delivery,North Indian
Delite Chaat House,Yes,No,3.3,4,Marathahalli,300.0,Delivery,"Street Food, Gujarati"
Andhra Ruchulu,Yes,No,3.5,107,Brookefield,500.0,Delivery,"Andhra, North Indian, Chinese, Biryani"
South House,Yes,No,4.2,116,Brookefield,800.0,Delivery,"South Indian, Biryani"
Chung Wah,Yes,No,2.9,30,Marathahalli,500.0,Delivery,"Chinese, Momos, Vietnamese, Thai"
Delicacy,Yes,No,3.8,219,CV Raman Nagar,500.0,Delivery,"Chinese, Thai, Momos"
Sanjha Chulha,Yes,Yes,4.0,157,Marathahalli,800.0,Delivery,"North Indian, Pizza, Fast Food"
Raapchick,Yes,No,3.7,49,Brookefield,300.0,Delivery,"Fast Food, Burger"
Hyderabad Biryaani House,Yes,No,3.7,833,Marathahalli,700.0,Delivery,"Biryani, North Indian, Chinese"
Chinese Street,Yes,No,3.1,61,Marathahalli,650.0,Delivery,Chinese
Swathi Deluxe,Yes,Yes,3.9,228,Marathahalli,750.0,Delivery,"North Indian, Seafood, Chinese, Biryani"
Baker's Cafe,Yes,No,3.5,8,Marathahalli,200.0,Delivery,"Bakery, Desserts"
Dawat,Yes,No,3.5,57,Marathahalli,400.0,Delivery,"North Indian, Chinese"
Hotel Sapthagiri,Yes,No,3.6,13,Marathahalli,700.0,Delivery,"Andhra, North Indian, Chinese"
Aashish Foods,Yes,No,3.8,35,Marathahalli,150.0,Delivery,North Indian
Freshkhilao,Yes,No,3.5,377,Brookefield,750.0,Delivery,"Chinese, North Indian, Biryani, Juices"
Hot Brixx,Yes,No,3.7,22,Marathahalli,500.0,Delivery,"Italian, Pizza"
3 Leafs,Yes,No,3.7,128,Kaggadasapura,600.0,Delivery,"North Indian, South Indian, Chinese"
Yummy Punjabi,Yes,No,3.0,93,Bellandur,400.0,Delivery,"North Indian, Chinese"
Punjab Zone,Yes,No,2.8,122,Bellandur,400.0,Delivery,North Indian
Dawat Midnight Express,No,No,3.1,30,Marathahalli,450.0,Delivery,"North Indian, Chinese"
